,location,size,total_sqft,bath,balcony,price
4583,Kumaraswami Layout,3,1200.0,3.0,1.0,75.0
4584,Kumaraswami Layout,2,1081.0,2.0,3.0,60.0
4585,Kundalahalli,3,1724.0,3.0,2.0,125.0
4586,Kundalahalli,2,1030.0,2.0,2.0,49.0
4587,Kundalahalli,2,735.0,2.0,1.0,57.99
4588,Kundalahalli,2,1047.0,2.0,1.0,82.0
4589,Kundalahalli,3,1397.0,3.0,3.0,105.0
4590,Kundalahalli,3,1724.0,3.0,2.0,127.0
4591,Kundalahalli,2,1010.0,2.0,1.0,49.27
4592,Kundalahalli,3,1397.0,3.0,2.0,110.0
4593,Kundalahalli,3,1397.0,3.0,2.0,104.0
4594,Kundalahalli,3,1397.0,3.0,3.0,108.0
4595,Kundalahalli,3,1920.0,3.0,2.0,150.0
4596,Kundalahalli,3,1397.0,3.0,3.0,105.0
4598,Kundalahalli,3,1724.0,3.0,2.0,124.0
4599,Kundalahalli,2,1047.0,2.0,1.0,84.0
4600,Kundalahalli,2,1047.0,2.0,1.0,83.0
4601,Kundalahalli,4,7000.0,4.0,3.0,550.0
4603,Kundalahalli,2,1120.0,2.0,1.0,53.76
4604,Kundalahalli,2,1047.0,2.0,1.0,82.62
4605,Kundalahalli,2,1047.0,2.0,1.0,91.0
4606,Kundalahalli,3,1724.0,3.0,1.0,146.0
4607,Kundalahalli,3,1600.0,3.0,2.0,170.0
4609,Kundalahalli,3,1724.0,3.0,1.0,125.0
4610,Kundalahalli,2,1010.0,2.0,1.0,48.27
4611,Kundalahalli,2,1047.0,2.0,1.0,89.0
4612,Kundalahalli,4,2500.0,5.0,2.0,245.0
4613,Kundalahalli,3,1397.0,3.0,3.0,105.0
4615,Kundalahalli,2,1047.0,2.0,1.0,72.0
4616,Kundalahalli,2,1260.0,2.0,0.0,58.0
4617,Kundalahalli,4,3092.0,4.0,3.0,230.0
4618,Kundalahalli,2,1065.0,2.0,1.0,70.0
4619,Kundalahalli,3,1724.0,3.0,1.0,146.0
4620,Kundalahalli,2,1047.0,2.0,2.0,91.0
4621,Kundalahalli,3,1724.0,3.0,2.0,128.0
4622,Kundalahalli,2,1315.0,2.0,3.0,74.0
4623,Kundalahalli,3,2100.0,3.0,2.0,150.0
4624,Kundalahalli,3,1724.0,3.0,1.0,125.0
4625,Kundalahalli,3,1724.0,3.0,3.0,140.0
4626,Kundalahalli,2,1175.0,2.0,1.0,65.0
4627,LB Shastri Nagar,2,1043.0,2.0,2.0,55.0
4628,LB Shastri Nagar,1,665.0,1.0,2.0,32.0
4629,LB Shastri Nagar,3,1400.0,2.0,2.0,80.0
4630,LB Shastri Nagar,2,1184.0,2.0,1.0,62.0
4631,LB Shastri Nagar,2,1000.0,2.0,1.0,49.5
4632,Laggere,1,1200.0,1.0,1.0,48.0
4633,Laggere,5,2800.0,5.0,2.0,125.0
4634,Laggere,2,1200.0,2.0,0.0,75.0
4635,Laggere,1,1500.0,1.0,0.0,60.0
4636,Laggere,1,620.0,2.0,0.0,48.0
4637,Lakshminarayana Pura,2,1185.0,2.0,2.0,75.0
4638,Lakshminarayana Pura,3,1600.0,2.0,1.0,108.0
4639,Lakshminarayana Pura,2,1180.0,2.0,2.0,75.0
4640,Lakshminarayana Pura,2,1172.0,2.0,2.0,82.0
4641,Lakshminarayana Pura,2,1179.0,2.0,1.0,75.0
4642,Lakshminarayana Pura,2,1149.0,2.0,1.0,75.0
4643,Lakshminarayana Pura,2,1336.0,2.0,2.0,100.0
4644,Lakshminarayana Pura,2,1175.0,2.0,2.0,75.0
4645,Lakshminarayana Pura,2,1190.0,2.0,1.0,75.0
4646,Lakshminarayana Pura,2,1200.0,2.0,1.0,75.0
4647,Lakshminarayana Pura,2,1200.0,2.0,2.0,75.0
4648,Lakshminarayana Pura,2,1165.0,2.0,2.0,75.0
4649,Lakshminarayana Pura,2,1145.0,2.0,1.0,75.0
4650,Lakshminarayana Pura,3,1500.0,3.0,2.0,104.0
4651,Lakshminarayana Pura,2,1210.0,2.0,2.0,75.0
4652,Lakshminarayana Pura,2,1169.0,2.0,2.0,75.0
4653,Lakshminarayana Pura,2,1200.0,2.0,1.0,75.0
4654,Lakshminarayana Pura,2,1172.0,2.0,1.0,75.0
4655,Lakshminarayana Pura,2,1172.0,2.0,2.0,75.0
4656,Lakshminarayana Pura,2,1180.0,2.0,1.0,75.0
4657,Lakshminarayana Pura,2,1200.0,2.0,3.0,83.0
4658,Lakshminarayana Pura,2,1200.0,2.0,2.0,80.0
4659,Lakshminarayana Pura,2,1195.0,2.0,1.0,75.0
4660,Lakshminarayana Pura,2,1200.0,2.0,1.0,80.0
4661,Lingadheeranahalli,3,1521.0,3.0,1.0,95.0
4662,Lingadheeranahalli,3,1511.0,3.0,1.0,95.0
4663,Lingadheeranahalli,3,1683.0,3.0,1.0,109.0
4664,Lingadheeranahalli,3,1519.0,3.0,1.0,93.0
4665,Lingadheeranahalli,3,1521.0,3.0,1.0,94.99
4666,Lingadheeranahalli,3,1682.0,3.0,1.0,120.0
4667,Lingadheeranahalli,3,1521.0,3.0,1.0,94.71
4668,Lingadheeranahalli,3,1893.0,3.0,1.0,130.0
4669,Lingadheeranahalli,3,1705.0,3.0,1.0,110.0
4670,Lingadheeranahalli,4,2245.0,4.0,2.0,154.0
4671,Lingadheeranahalli,3,1682.0,3.0,1.0,113.0
4672,Lingadheeranahalli,3,1682.0,3.0,1.0,114.0
4673,Lingadheeranahalli,3,1506.0,3.0,1.0,95.0
4674,Lingadheeranahalli,3,1683.0,3.0,1.0,110.0
4675,Lingadheeranahalli,3,1684.0,3.0,1.0,120.0
4676,Lingadheeranahalli,4,2236.0,4.0,2.0,153.0
4677,Lingadheeranahalli,3,1894.0,4.0,1.0,114.0
4678,Lingadheeranahalli,4,2240.0,4.0,2.0,160.0
4679,Magadi Road,2,1116.0,2.0,1.0,50.0
4680,Magadi Road,2,884.0,2.0,1.0,41.1
4681,Magadi Road,2,1005.0,2.0,1.0,55.78
4682,Magadi Road,2,1000.0,2.0,0.0,46.5
4683,Magadi Road,4,1500.0,2.0,2.0,93.0
4685,Magadi Road,2,1345.0,2.0,2.0,55.0
4687,Magadi Road,2,1116.0,2.0,1.0,51.89
4688,Magadi Road,3,1052.0,2.0,1.0,60.0
4689,Magadi Road,2,940.0,2.0,2.0,50.0
4690,Magadi Road,3,1318.0,2.0,1.0,68.0
4692,Magadi Road,2,884.0,2.0,1.0,48.0
4694,Mahadevpura,2,1150.0,2.0,3.0,52.0
4695,Mahadevpura,2,1250.0,2.0,3.0,52.0
4696,Mahadevpura,2,1260.0,2.0,3.0,57.6
4697,Mahadevpura,1,730.0,1.0,1.0,35.0
4698,Mahadevpura,3,1434.0,2.0,1.0,67.39
4699,Mahadevpura,2,1146.0,2.0,1.0,53.8
4700,Mahadevpura,2,1532.0,2.0,2.0,62.0
4701,Mahadevpura,3,1620.0,2.0,1.0,76.0
4702,Mahadevpura,2,1136.0,2.0,3.0,64.5
4703,Mahadevpura,3,1400.0,2.0,2.0,65.8
4704,Mahadevpura,2,1137.0,2.0,1.0,53.4
4705,Mahadevpura,3,1601.0,3.0,2.0,95.0
4706,Mahadevpura,3,1450.0,3.0,2.0,75.0
4707,Mahadevpura,2,1152.0,2.0,1.0,54.0
4708,Mahadevpura,2,1212.0,2.0,1.0,56.9
4710,Mahadevpura,3,1505.0,3.0,2.0,78.0
4711,Mahadevpura,3,1500.0,2.0,1.0,70.0
4712,Mahadevpura,2,1236.0,2.0,1.0,58.0
4713,Mahadevpura,2,1236.0,2.0,1.0,58.0
4714,Mahadevpura,2,1120.0,2.0,2.0,53.0
4715,Mahalakshmi Layout,4,1575.0,5.0,1.0,158.0
4716,Mahalakshmi Layout,2,1105.0,2.0,1.0,80.0
4717,Mahalakshmi Layout,3,1200.0,2.0,3.0,110.0
4718,Mahalakshmi Layout,3,1876.0,3.0,1.0,150.0
4719,Mallasandra,3,1665.0,3.0,2.0,95.0
4720,Mallasandra,3,1665.0,3.0,2.0,86.58
4721,Mallasandra,2,1340.0,2.0,2.0,61.0
4722,Mallasandra,2,1325.0,2.0,2.0,70.0
4723,Mallasandra,3,1665.0,3.0,2.0,86.91
4724,Mallasandra,2,1325.0,2.0,1.0,70.0
4725,Mallasandra,2,905.0,2.0,1.0,40.0
4726,Mallasandra,2,1325.0,2.0,2.0,65.0
4727,Mallasandra,2,1325.0,2.0,2.0,73.0
4728,Mallasandra,2,1565.0,2.0,2.0,69.0
4729,Mallasandra,2,905.0,2.0,1.0,35.0
4731,Mallasandra,3,1100.0,2.0,3.0,76.3
4732,Malleshpalya,2,1140.0,2.0,2.0,46.5
4733,Malleshpalya,2,1225.0,2.0,2.0,46.86
4735,Malleshpalya,2,1052.0,2.0,2.0,50.0
4736,Malleshpalya,3,1405.0,2.0,2.0,77.0
4737,Malleshpalya,2,1065.0,2.0,2.0,50.0
4738,Malleshpalya,2,1210.0,2.0,3.0,55.0
4740,Malleshpalya,2,1060.0,2.0,1.0,40.0
4741,Malleshpalya,3,1430.0,2.0,1.0,69.5
4742,Malleshpalya,2,1421.0,2.0,1.0,90.0
4743,Malleshpalya,2,1245.0,2.0,1.0,55.0
4744,Malleshpalya,2,1200.0,2.0,2.0,46.0
4745,Malleshpalya,2,1225.0,2.0,2.0,52.0
4746,Malleshwaram,1,705.0,1.0,2.0,67.0
4747,Malleshwaram,7,12000.0,7.0,3.0,2200.0
4748,Malleshwaram,4,2500.0,5.0,2.0,325.0
4749,Malleshwaram,3,2006.0,3.0,2.0,297.0
4750,Malleshwaram,1,686.0,1.0,1.0,62.5
4751,Malleshwaram,3,2475.0,4.0,3.0,332.0
4752,Malleshwaram,3,2610.0,3.0,2.0,399.0
4753,Malleshwaram,3,2475.0,4.0,3.0,320.0
4754,Malleshwaram,2,900.0,2.0,1.0,95.0
4755,Malleshwaram,2,1420.0,2.0,1.0,158.0
4756,Malleshwaram,3,2000.0,3.0,2.0,250.0
4757,Malleshwaram,3,2215.0,3.0,1.0,275.0
4758,Malleshwaram,3,1600.0,3.0,3.0,160.0
4759,Malleshwaram,3,2475.0,4.0,3.0,300.0
4760,Malleshwaram,3,2345.0,2.0,2.0,293.0
4762,Malleshwaram,3,2215.0,4.0,1.0,310.0
4763,Malleshwaram,1,480.0,1.0,1.0,60.0
4764,Malleshwaram,2,1290.0,2.0,1.0,120.0
4765,Malleshwaram,3,2475.0,4.0,3.0,326.0
4766,Malleshwaram,3,2476.0,3.0,3.0,337.0
4767,Malleshwaram,2,900.0,2.0,1.0,90.0
4769,Malleshwaram,3,2050.0,4.0,2.0,270.0
4770,Malleshwaram,2,900.0,2.0,1.0,72.0
4771,Malleshwaram,1,620.0,1.0,1.0,86.8
4772,Malleshwaram,3,2475.0,4.0,3.0,337.0
4773,Malleshwaram,3,2215.0,3.0,2.0,275.0
4774,Malleshwaram,3,2215.0,3.0,2.0,330.0
4776,Malleshwaram,2,1020.0,2.0,1.0,80.0
4777,Malleshwaram,3,2200.0,3.0,2.0,275.0
4778,Malleshwaram,3,2475.0,4.0,3.0,326.0
4779,Malleshwaram,2,1500.0,2.0,2.0,140.0
4780,Malleshwaram,3,2475.0,4.0,3.0,340.0
4781,Malleshwaram,2,1400.0,2.0,1.0,190.0
4782,Malleshwaram,3,2475.0,4.0,3.0,300.0
4783,Malleshwaram,3,2400.0,3.0,2.0,380.0
4784,Malleshwaram,2,1410.0,2.0,3.0,125.0
4787,Marathahalli,2,1220.0,2.0,1.0,57.0
4788,Marathahalli,2,1200.0,2.0,2.0,52.0
4789,Marathahalli,2,1200.0,2.0,2.0,60.0
4790,Marathahalli,3,1933.0,3.0,2.0,140.0
4791,Marathahalli,2,950.0,2.0,1.0,46.96
4792,Marathahalli,2,1230.0,2.0,2.0,80.0
4793,Marathahalli,4,3800.0,4.0,3.0,250.0
4794,Marathahalli,2,1019.0,2.0,2.0,49.85
4795,Marathahalli,2,1215.0,2.0,1.0,67.0
4796,Marathahalli,4,2181.0,3.0,2.0,152.0
4797,Marathahalli,2,1170.0,2.0,3.0,53.0
4798,Marathahalli,2,1019.0,2.0,2.0,49.86
4799,Marathahalli,2,1325.0,2.0,2.0,71.55
4800,Marathahalli,2,1220.0,2.0,1.0,56.5
4802,Marathahalli,2,1152.0,2.0,1.0,56.0
4803,Marathahalli,3,1610.0,3.0,1.0,90.0
4804,Marathahalli,2,1146.0,2.0,1.0,70.0
4806,Marathahalli,3,1469.0,3.0,1.0,89.0
4811,Marathahalli,4,2519.0,5.0,2.0,185.0
4813,Marathahalli,2,957.0,2.0,1.0,46.9
4814,Marathahalli,3,1583.0,3.0,3.0,105.0
4815,Marathahalli,4,2524.0,5.0,2.0,190.0
4819,Marathahalli,2,1071.0,2.0,2.0,52.25
4820,Marathahalli,2,1215.0,2.0,2.0,58.86
4821,Marathahalli,2,1102.0,2.0,2.0,53.67
4822,Marathahalli,3,1900.0,3.0,3.0,123.0
4823,Marathahalli,2,1045.0,2.0,3.0,60.0
4825,Marathahalli,2,1215.0,2.0,2.0,58.86
4826,Marathahalli,2,1365.0,2.0,2.0,73.0
4831,Marathahalli,2,1208.0,2.0,2.0,70.0
4832,Marathahalli,2,1325.0,1.0,1.0,92.0
4833,Marathahalli,3,1525.0,3.0,2.0,90.0
4834,Marathahalli,3,1937.0,3.0,2.0,140.0
4835,Marathahalli,3,1550.0,3.0,2.0,83.0
4836,Marathahalli,2,1350.0,2.0,1.0,86.0
4837,Marathahalli,2,957.0,2.0,1.0,47.0
4839,Marathahalli,2,1230.0,2.0,1.0,57.0
4840,Marathahalli,2,1200.0,2.0,2.0,58.0
4842,Marathahalli,1,607.0,1.0,1.0,35.0
4843,Marathahalli,3,1583.0,3.0,3.0,109.0
4844,Marathahalli,2,1075.0,2.0,2.0,52.43
4845,Marathahalli,2,1360.0,2.0,1.0,103.0
4846,Marathahalli,2,1220.0,2.0,1.0,58.5
4847,Marathahalli,2,950.0,2.0,1.0,45.68
4848,Marathahalli,1,615.0,1.0,1.0,44.0
4849,Marathahalli,3,1595.0,3.0,2.0,90.0
4850,Marathahalli,2,1350.0,2.0,1.0,89.0
4851,Marathahalli,2,1020.0,2.0,1.0,57.0
4852,Marathahalli,2,1600.0,3.0,2.0,88.0
4853,Marathahalli,1,780.0,1.0,1.0,55.0
4854,Marathahalli,3,1710.0,3.0,2.0,100.0
4856,Marathahalli,2,1358.0,2.0,1.0,81.0
4857,Marathahalli,2,1205.0,2.0,1.0,75.0
4858,Marathahalli,3,1730.0,3.0,3.0,110.0
4859,Marathahalli,3,1583.0,3.0,3.0,115.0
4860,Marathahalli,2,1200.0,2.0,1.0,67.0
4861,Marathahalli,2,1095.0,2.0,1.0,60.0
4862,Marathahalli,2,1060.0,2.0,1.0,48.0
4863,Marathahalli,2,1050.0,2.0,1.0,65.0
4864,Marathahalli,2,1102.0,2.0,2.0,53.67
4865,Marathahalli,2,1026.0,2.0,1.0,49.95
4868,Marathahalli,2,1220.0,2.0,1.0,59.0
4869,Marathahalli,2,881.0,2.0,1.0,48.06
4871,Marathahalli,3,1710.0,3.0,2.0,100.0
4872,Marathahalli,3,1680.0,3.0,3.0,105.0
4873,Marathahalli,3,1910.0,3.0,3.0,119.0
4874,Marathahalli,2,1602.0,2.0,2.0,104.0
4875,Marathahalli,1,700.0,1.0,1.0,38.0
4876,Marathahalli,3,1469.0,3.0,1.0,89.0
4878,Marathahalli,3,1690.0,3.0,2.0,116.0
4879,Marathahalli,2,1065.0,2.0,2.0,55.0
4880,Marathahalli,3,1693.0,3.0,2.0,125.0
4881,Marathahalli,3,1693.0,3.0,1.0,125.0
4882,Marathahalli,2,1196.0,2.0,2.0,57.9
4883,Marathahalli,3,1595.0,3.0,2.0,88.0
4884,Marathahalli,3,2122.0,3.0,2.0,125.0
4885,Marathahalli,3,1730.0,3.0,2.0,115.0
4888,Marathahalli,2,1125.0,2.0,3.0,55.0
4889,Marathahalli,3,1950.0,3.0,2.0,115.0
4890,Marathahalli,2,1250.0,2.0,2.0,68.0
4891,Marathahalli,2,1125.0,2.0,2.0,56.8
4892,Marathahalli,2,1350.0,2.0,1.0,90.0
4893,Marathahalli,2,1200.0,2.0,1.0,53.0
4894,Marathahalli,4,2500.0,5.0,2.0,175.0
4895,Marathahalli,2,957.0,2.0,1.0,47.0
4898,Marathahalli,2,1350.0,2.0,2.0,60.0
4899,Marathahalli,4,3400.0,4.0,3.0,235.0
4900,Marathahalli,2,1350.0,2.0,1.0,99.0
4902,Marathahalli,2,1285.0,2.0,2.0,55.0
4903,Marathahalli,4,2500.0,5.0,2.0,181.0
4904,Marathahalli,4,3800.0,4.0,3.0,235.0
4905,Marathahalli,4,3951.0,4.0,3.0,230.0
4906,Marathahalli,2,1125.0,2.0,1.0,54.8
4907,Marathahalli,3,1700.0,3.0,2.0,126.0
4909,Marathahalli,2,1270.0,2.0,3.0,73.0
4911,Marathahalli,2,950.0,2.0,2.0,46.7
4912,Marathahalli,3,1550.0,3.0,2.0,85.0
4913,Marathahalli,2,1019.0,2.0,2.0,49.86
4914,Marathahalli,2,1144.0,2.0,2.0,65.0
4915,Marathahalli,2,1240.0,2.0,2.0,55.0
4916,Marathahalli,1,1100.0,2.0,2.0,75.0
4917,Marathahalli,2,1156.0,2.0,2.0,52.0
4918,Marathahalli,4,2524.0,5.0,2.0,180.0
4919,Marathahalli,2,1135.0,2.0,2.0,60.0
4920,Marathahalli,3,1839.0,3.0,2.0,130.0
4921,Marathahalli,2,1170.0,2.0,2.0,85.0
4922,Marathahalli,2,1102.0,2.0,2.0,53.67
4923,Marathahalli,3,1108.0,2.0,1.0,60.0
4924,Marathahalli,3,1449.0,3.0,2.0,110.0
4925,Marathahalli,2,1360.0,2.0,1.0,101.0
4926,Marathahalli,2,1026.0,2.0,1.0,50.18
4929,Marathahalli,2,1270.0,2.0,2.0,80.0
4930,Marathahalli,2,1100.0,2.0,1.0,50.0
4931,Marathahalli,2,1196.0,2.0,2.0,57.95
4933,Marathahalli,3,1485.0,2.0,2.0,90.0
4934,Marathahalli,2,1146.0,2.0,1.0,69.0
4935,Margondanahalli,2,1090.0,2.0,0.0,58.0
4936,Margondanahalli,2,1200.0,2.0,1.0,58.5
4937,Margondanahalli,2,1200.0,2.0,0.0,67.0
4938,Margondanahalli,3,1200.0,2.0,0.0,65.0
4939,Margondanahalli,2,1000.0,2.0,0.0,57.0
4941,Margondanahalli,2,1200.0,2.0,0.0,69.0
4942,Margondanahalli,2,900.0,2.0,0.0,49.0
4943,Margondanahalli,2,1140.0,2.0,1.0,60.0
4944,Margondanahalli,2,1100.0,2.0,1.0,55.0
4945,Margondanahalli,2,1152.0,1.0,0.0,66.0
4947,Margondanahalli,2,1200.0,2.0,1.0,65.0
4948,Margondanahalli,2,1050.0,2.0,0.0,58.0
4949,Margondanahalli,2,1160.0,2.0,1.0,65.0
4950,Margondanahalli,2,1334.0,2.0,1.0,67.76
4951,Marsur,4,1800.0,4.0,2.0,145.0
4952,Marsur,3,1200.0,3.0,1.0,120.0
4953,Mico Layout,9,5000.0,9.0,3.0,210.0
4954,Mico Layout,3,1550.0,2.0,2.0,65.0
4955,Mico Layout,2,1125.0,2.0,2.0,40.0
4956,Mico Layout,2,1190.0,2.0,2.0,39.25
4957,Mico Layout,1,800.0,1.0,1.0,29.5
4958,Mico Layout,3,1250.0,2.0,2.0,44.0
4959,Mico Layout,2,1171.0,2.0,2.0,39.0
4960,Mico Layout,2,1200.0,2.0,1.0,53.5
4961,Mico Layout,3,1670.0,3.0,2.0,59.0
4962,Mico Layout,2,1140.0,2.0,2.0,43.0
4963,Munnekollal,2,1170.0,2.0,2.0,52.0
4964,Munnekollal,2,1102.0,2.0,2.0,53.67
4965,Munnekollal,3,1390.0,3.0,2.0,68.0
4966,Munnekollal,2,1200.0,2.0,2.0,49.5
4967,Munnekollal,2,950.0,2.0,1.0,46.5
4968,Munnekollal,3,1560.0,3.0,3.0,75.0
4969,Munnekollal,3,1750.0,3.0,3.0,86.5
4970,Munnekollal,3,1385.0,2.0,2.0,66.5
4971,Munnekollal,2,1080.0,2.0,2.0,45.0
4972,Munnekollal,2,1170.0,2.0,2.0,59.0
4974,Munnekollal,3,1200.0,2.0,1.0,57.9
4975,Munnekollal,2,1030.0,2.0,1.0,50.36
4976,Murugeshpalya,2,1296.0,2.0,2.0,81.0
4977,Murugeshpalya,3,1550.0,3.0,2.0,74.0
4978,Murugeshpalya,3,1845.0,3.0,3.0,91.0
4979,Murugeshpalya,2,1185.0,2.0,1.0,85.0
4980,Murugeshpalya,2,1225.0,2.0,2.0,48.0
4981,Murugeshpalya,3,1930.0,3.0,3.0,75.0
4982,Murugeshpalya,3,1600.0,2.0,1.0,65.0
4983,Murugeshpalya,3,1344.0,2.0,0.0,56.0
4984,Murugeshpalya,3,1500.0,2.0,0.0,70.0
4985,Murugeshpalya,3,1855.0,3.0,3.0,96.0
4986,Murugeshpalya,2,1175.0,2.0,2.0,75.0
4987,Mysore Road,2,1175.0,2.0,2.0,73.5
4988,Mysore Road,3,1710.0,4.0,2.0,91.31
4989,Mysore Road,2,1020.0,2.0,1.0,48.95
4990,Mysore Road,2,1175.0,2.0,1.0,73.5
4991,Mysore Road,2,1070.0,2.0,1.0,45.0
4992,Mysore Road,2,1239.0,2.0,1.0,53.0
4993,Mysore Road,2,1060.0,2.0,1.0,62.0
4994,Mysore Road,2,980.0,2.0,1.0,45.47
4995,Mysore Road,2,883.0,2.0,1.0,40.0
4996,Mysore Road,3,1525.0,3.0,2.0,96.0
4997,Mysore Road,2,1200.0,2.0,3.0,65.0
5001,Mysore Road,2,883.0,2.0,1.0,40.95
5002,Mysore Road,2,1070.0,2.0,1.0,49.65
5004,Mysore Road,2,883.0,2.0,1.0,50.0
5005,Mysore Road,2,1155.0,2.0,1.0,51.0
5006,Mysore Road,2,1003.0,2.0,1.0,43.0
5007,Mysore Road,2,1237.0,2.0,2.0,73.0
5008,Mysore Road,2,883.0,2.0,1.0,45.0
5009,Mysore Road,2,1170.0,2.0,2.0,65.0
5010,Mysore Road,2,1029.5,2.0,0.0,50.855
5011,Mysore Road,2,940.0,2.0,1.0,43.61
5013,Mysore Road,2,1020.0,2.0,2.0,48.95
5014,Mysore Road,3,1568.0,2.0,2.0,100.0
5016,Mysore Road,3,1560.0,2.0,2.0,83.3
5017,Mysore Road,2,1175.0,2.0,2.0,70.5
5018,Mysore Road,3,1080.0,2.0,1.0,60.0
5020,Mysore Road,2,883.0,2.0,1.0,37.0
5022,NGR Layout,2,1020.0,2.0,1.0,45.9
5023,NGR Layout,2,1105.0,2.0,2.0,49.73
5024,NGR Layout,2,1022.0,2.0,1.0,45.9
5025,NGR Layout,2,1020.0,2.0,1.0,45.0
5026,NGR Layout,2,1019.0,2.0,1.0,45.9
5027,NGR Layout,2,1020.0,2.0,1.0,46.0
5028,NGR Layout,2,1021.0,2.0,2.0,46.0
5029,NGR Layout,2,1021.0,2.0,2.0,45.9
5030,NRI Layout,3,1565.0,2.0,2.0,75.0
5031,NRI Layout,5,2500.0,5.0,3.0,130.0
5032,NRI Layout,2,1125.0,2.0,2.0,45.56
5033,NRI Layout,4,2150.0,4.0,2.0,115.0
5034,NRI Layout,2,1250.0,2.0,0.0,75.0
5035,NRI Layout,3,1789.0,3.0,3.0,75.0
5036,NRI Layout,3,1731.0,3.0,3.0,64.11
5037,NRI Layout,2,2400.0,2.0,1.0,125.0
5038,NRI Layout,4,2700.0,5.0,1.0,95.75
5039,Nagadevanahalli,3,1250.0,2.0,2.0,65.0
5040,Nagadevanahalli,3,1240.0,2.0,2.0,65.0
5041,Nagadevanahalli,3,1240.0,2.0,2.0,65.0
5042,Naganathapura,2,1001.0,2.0,2.0,33.03
5043,Naganathapura,2,1103.0,2.0,1.0,55.0
5044,Naganathapura,2,1143.0,2.0,1.0,62.0
5045,Naganathapura,2,2260.0,3.0,1.0,80.0
5046,Naganathapura,1,600.0,1.0,0.0,33.0
5047,Naganathapura,3,1451.0,3.0,1.0,68.0
5048,Naganathapura,1,1200.0,1.0,0.0,39.82
5049,Nagappa Reddy Layout,2,1209.0,2.0,1.0,50.0
5050,Nagappa Reddy Layout,2,1100.0,2.0,2.0,43.5
5051,Nagappa Reddy Layout,3,1495.0,2.0,2.0,65.0
5052,Nagappa Reddy Layout,3,1820.0,3.0,2.0,79.5
5053,Nagappa Reddy Layout,3,1350.0,3.0,2.0,60.0
5054,Nagappa Reddy Layout,3,1495.0,2.0,2.0,70.0
5055,Nagarbhavi,3,1630.0,2.0,1.0,98.0
5056,Nagarbhavi,3,1350.0,3.0,2.0,150.0
5057,Nagarbhavi,2,1200.0,2.0,1.0,150.0
5059,Nagarbhavi,3,2400.0,3.0,0.0,160.0
5060,Nagarbhavi,1,884.0,2.0,2.0,36.0
5061,Nagarbhavi,2,1055.0,2.0,2.0,55.0
5063,Nagarbhavi,2,1223.0,2.0,1.0,60.0
5064,Nagarbhavi,2,956.0,2.0,1.0,49.0
5066,Nagarbhavi,2,1200.0,2.0,1.0,150.0
5067,Nagarbhavi,3,1400.0,2.0,1.0,85.0
5069,Nagarbhavi,2,1145.0,2.0,2.0,40.0
5070,Nagarbhavi,1,710.0,2.0,2.0,40.0
5072,Nagarbhavi,2,1212.0,2.0,2.0,50.0
5073,Nagarbhavi,2,1020.0,2.0,2.0,55.0
5075,Nagarbhavi,2,1120.0,2.0,3.0,53.0
5077,Nagarbhavi,2,1146.0,2.0,1.0,50.0
5079,Nagarbhavi,2,1190.0,2.0,2.0,63.0
5081,Nagarbhavi,2,1050.0,2.0,1.0,80.0
5082,Nagarbhavi,5,2500.0,3.0,2.0,180.0
5085,Nagarbhavi,3,1400.0,2.0,2.0,135.0
5087,Nagarbhavi,2,1100.0,2.0,2.0,46.2
5088,Nagarbhavi,2,1080.0,2.0,1.0,49.0
5089,Nagarbhavi,4,1800.0,3.0,0.0,180.0
5090,Nagarbhavi,2,1225.0,2.0,3.0,58.0
5091,Nagasandra,2,980.0,2.0,1.0,48.0
5092,Nagasandra,4,2400.0,4.0,1.0,145.0
5093,Nagasandra,4,7000.0,8.0,2.0,450.0
5094,Nagasandra,3,1650.0,3.0,2.0,95.0
5095,Nagasandra,2,1500.0,2.0,0.0,91.0
5096,Nagavara,1,400.0,1.0,0.0,14.0
5097,Nagavara,4,2172.65,3.0,3.0,120.0
5099,Nagavara,3,2319.0,3.0,2.0,180.0
5100,Nagavara,3,2430.0,4.0,3.0,180.0
5101,Nagavara,2,936.0,2.0,0.0,40.2
5102,Nagavara,2,1125.0,2.0,2.0,44.5
5103,Nagavara,2,1315.0,2.0,2.0,70.0
5104,Nagavara,2,1077.0,2.0,1.0,50.0
5105,Nagavara,4,2496.0,4.0,2.0,125.0
5106,Nagavara,2,1110.0,2.0,2.0,44.95
5107,Nagavara,2,1247.0,2.0,1.0,58.56
5108,Nagavarapalya,2,1392.0,2.0,1.0,99.0
5109,Nagavarapalya,1,705.0,1.0,1.0,52.5
5110,Nagavarapalya,3,1300.0,3.0,1.0,80.0
5111,Nagavarapalya,1,705.0,1.0,1.0,57.0
5112,Nagavarapalya,1,705.0,1.0,1.0,55.0
5113,Nagavarapalya,1,705.0,1.0,1.0,57.0
5114,Nagavarapalya,2,1335.0,2.0,3.0,110.0
5115,Nagavarapalya,2,1260.0,2.0,2.0,85.5
5116,Narayanapura,2,1308.0,2.0,2.0,89.04
5117,Narayanapura,3,1566.0,3.0,1.0,83.3
5118,Narayanapura,3,1485.0,3.0,2.0,85.0
5119,Narayanapura,2,1302.0,2.0,1.0,69.1
5120,Narayanapura,2,1308.0,2.0,1.0,89.04
5121,Narayanapura,3,2357.0,3.0,2.0,135.0
5122,Narayanapura,3,2357.0,3.0,2.0,135.0
